Attributes,High,Low,Open,Close,Volume,Adj Close
Symbols,FB,FB,FB,FB,FB,FB
Date,,,,,,
2018-12-03,143.67999267578125,140.75999450683594,143.0,141.08999633789062,24819200,141.08999633789062
2018-12-04,143.38999938964844,137.16000366210938,140.72999572753906,137.92999267578125,30307400,137.92999267578125
2018-12-06,139.6999969482422,133.6699981689453,133.82000732421875,139.6300048828125,28218100,139.6300048828125
2018-12-07,140.8699951171875,136.66000366210938,139.25,137.4199981689453,21195500,137.4199981689453
2018-12-10,143.0500030517578,139.00999450683594,139.60000610351562,141.85000610351562,26422200,141.85000610351562
2018-12-11,143.8800048828125,141.10000610351562,143.8800048828125,142.0800018310547,20300300,142.0800018310547
2018-12-12,147.19000244140625,142.50999450683594,143.0800018310547,144.5,23696900,144.5
2018-12-13,145.85000610351562,143.19000244140625,145.57000732421875,145.00999450683594,18148600,145.00999450683594
2018-12-14,146.00999450683594,142.50999450683594,143.33999633789062,144.05999755859375,21785800,144.05999755859375
2018-12-17,144.9199981689453,138.4199981689453,143.0800018310547,140.19000244140625,24334000,140.19000244140625
2018-12-18,145.92999267578125,139.8300018310547,141.0800018310547,143.66000366210938,24709100,143.66000366210938
2018-12-19,144.91000366210938,132.5,141.2100067138672,133.24000549316406,57404900,133.24000549316406
2018-12-20,135.57000732421875,130.0,130.6999969482422,133.39999389648438,40297900,133.39999389648438
2018-12-21,134.89999389648438,123.41999816894531,133.38999938964844,124.94999694824219,56901500,124.94999694824219
2018-12-24,129.74000549316406,123.0199966430664,123.0999984741211,124.05999755859375,22066000,124.05999755859375
2018-12-26,134.24000549316406,125.88999938964844,126.0,134.17999267578125,39723400,134.17999267578125
2018-12-27,134.99000549316406,129.6699981689453,132.44000244140625,134.52000427246094,31202500,134.52000427246094
2018-12-28,135.9199981689453,132.1999969482422,135.33999633789062,133.1999969482422,22627600,133.1999969482422
2018-12-31,134.63999938964844,129.9499969482422,134.4499969482422,131.08999633789062,24625300,131.08999633789062
2019-01-02,137.50999450683594,128.55999755859375,128.99000549316406,135.67999267578125,28146200,135.67999267578125
2019-01-03,137.1699981689453,131.1199951171875,134.69000244140625,131.74000549316406,22717900,131.74000549316406
2019-01-04,138.0,133.75,134.00999450683594,137.9499969482422,29002100,137.9499969482422
2019-01-07,138.8699951171875,135.91000366210938,137.55999755859375,138.0500030517578,20089300,138.0500030517578
2019-01-08,143.13999938964844,139.5399932861328,139.88999938964844,142.52999877929688,26263800,142.52999877929688
2019-01-09,144.6999969482422,141.27000427246094,142.9499969482422,144.22999572753906,22205900,144.22999572753906
2019-01-10,144.55999755859375,140.83999633789062,143.0800018310547,144.1999969482422,16125000,144.1999969482422
2019-01-11,145.36000061035156,142.57000732421875,143.14999389648438,143.8000030517578,12785900,143.8000030517578
